Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion_Rate_Original,Sale_Amount,Ad_Date,Location,Device,Keyword,Ad_Date_Parsed,Day,Month,Weekday,Week,CR_Needs_Fix,Conversion_Rate_Fixed,CTR,CPC,Cost_Per_Lead,Lead_Conversion_Rate,Conversion_Per_Impression,Leads_Per_Click,Revenue_Per_Conversion,ROI,Cost_Per_Sale,Campaign_Name_Encoded,Location_Encoded,Device_Encoded,Keyword_Encoded
A1398,data analytics course,163.0,4520.0,206.46,14.0,3.0,0.047,1103.0,2024/11/12,hyderabad,tablet,learn data analytics,2024-11-12,12,11,1,46,True,0.0184,0.036061946902654865,1.2666257668711658,14.747142857142858,0.21428571428571427,0.000663716814159292,0.08588957055214724,367.6666666666667,4.342439213406955,0.1871804170444243,0,0,2,4
A1399,data analytics course,198.0,5883.0,214.965,19.0,9.0,0.045,1182.0,27-11-2024,hyderabad,mobile,data analytics online,2024-11-27,27,11,2,48,False,0.0455,0.033656297807241206,1.0856818181818182,11.313947368421053,0.47368421052631576,0.0015298317185109638,0.09595959595959595,131.33333333333334,4.498569534575396,0.18186548223350255,0,0,1,2
A1400,data analytics course,86.0,3555.0,225.23,11.0,6.0,0.035,1193.0,2024/11/11,hyderabad,desktop,data analytics training,2024-11-11,11,11,0,46,True,0.0698,0.02419127988748242,2.618953488372093,20.475454545454543,0.5454545454545454,0.0016877637130801688,0.12790697674418605,198.83333333333334,4.296807707676598,0.1887929589270746,0,0,0,3
A1401,data analytics course,89.0,3760.0,218.69,21.0,9.0,0.101,1474.0,25-11-2024,hyderabad,desktop,learn data analytics,2024-11-25,25,11,0,48,False,0.1011,0.023670212765957446,2.457191011235955,10.413809523809524,0.42857142857142855,0.0023936170212765957,0.23595505617977527,163.77777777777777,5.740134436874114,0.14836499321573948,0,0,0,4
A1402,data analytics course,118.0,3596.0,236.66,29.0,9.0,0.076,1154.0,2024/11/23,hyderabad,tablet,data analytics course,2024-11-23,23,11,5,47,False,0.0763,0.03281423804226919,2.0055932203389832,8.160689655172414,0.3103448275862069,0.002502780867630701,0.2457627118644068,128.22222222222223,3.8761936955970593,0.20507798960138648,0,0,2,1
A1403,data analytics course,139.0,3217.0,232.15,21.0,8.0,0.047,1726.0,21-11-2024,hyderabad,mobile,data analytics training,2024-11-21,21,11,3,47,True,0.04665,0.043207957724588124,1.6701438848920864,11.054761904761905,0.38095238095238093,0.0024867889337892445,0.1510791366906475,215.75,6.434848158518199,0.13450173812282734,0,0,1,3
A1404,data analytics course,95.0,5386.0,184.96,23.0,8.0,0.051,1045.0,20-11-2024,hyderabad,desktop,online data analytic,2024-11-20,20,11,2,47,True,0.0842,0.017638321574452283,1.9469473684210528,8.041739130434783,0.34782608695652173,0.0014853323431117712,0.24210526315789474,130.625,4.649870242214533,0.1769952153110048,0,0,0,5
A1405,data analytics course,144.0,5381.0,199.43,10.0,10.0,0.069,1085.0,2024-11-09,hyderabad,desktop,data analytics training,2024-11-09,9,11,5,45,False,0.0694,0.026760825125441368,1.3849305555555556,19.943,1.0,0.001858390633711206,0.06944444444444445,108.5,4.44050544050544,0.18380645161290324,0,0,0,3
A1406,data analytics course,107.0,5536.0,238.75,15.0,3.0,0.034,1822.0,2024/11/17,hyderabad,mobile,analytics for data,2024-11-17,17,11,6,46,False,0.028,0.019328034682080924,2.2313084112149535,15.916666666666666,0.2,0.000541907514450867,0.14018691588785046,607.3333333333334,6.631413612565445,0.13103732162458837,0,0,1,0
A1407,data analytics course,146.0,3165.0,211.09,16.0,7.0,0.048,1706.0,2024-11-08,hyderabad,mobile,learn data analytics,2024-11-08,8,11,4,45,False,0.0479,0.04612954186413902,1.4458219178082192,13.193125,0.4375,0.0022116903633491313,0.1095890410958904,243.71428571428572,7.081860817660714,0.12373388042203987,0,0,1,4
A1408,data analytics course,114.0,5217.0,247.94,11.0,10.0,0.088,1876.0,2024-11-18,hyderabad,desktop,data analytics online,2024-11-18,18,11,0,47,False,0.0877,0.02185163887291547,2.1749122807017542,22.54,0.9090909090909091,0.0019168104274487254,0.09649122807017543,187.6,6.566346696781479,0.1321641791044776,0,0,0,2
A1409,data analytics course,162.0,4301.0,223.77,21.0,7.0,0.043,1066.0,20-11-2024,hyderabad,mobile,learn data analytics,2024-11-20,20,11,2,47,False,0.0432,0.03766565914903511,1.3812962962962965,10.655714285714286,0.3333333333333333,0.0016275284817484307,0.12962962962962962,152.28571428571428,3.763819993743576,0.20991557223264543,0,0,1,4
A1410,data analytics course,95.0,5971.0,214.57,29.0,10.0,0.047,1539.0,2024-11-16,hyderabad,mobile,analytics for data,2024-11-16,16,11,5,46,True,0.1053,0.015910232791827166,2.2586315789473685,7.398965517241379,0.3448275862068966,0.0016747613465081226,0.30526315789473685,153.9,6.172484503891504,0.13942170240415855,0,0,1,0
A1411,data analytics course,163.0,5160.0,184.84,19.0,4.0,0.041,1773.0,2024/11/23,hyderabad,desktop,data analytics course,2024-11-23,23,11,5,47,True,0.0245,0.0315891472868217,1.1339877300613497,9.72842105263158,0.21052631578947367,0.0007751937984496124,0.1165644171779141,443.25,8.592079636442328,0.1042526790750141,0,0,0,1
A1412,data analytics course,148.0,5947.0,212.38,12.0,4.0,0.047,1294.0,2024/11/24,hyderabad,mobile,online data analytic,2024-11-24,24,11,6,47,True,0.027,0.024886497393643854,1.435,17.698333333333334,0.3333333333333333,0.0006726080376660501,0.08108108108108109,323.5,5.092852434315849,0.16412673879443584,0,0,1,5
A1413,data analytics course,156.0,4150.0,223.17,20.0,10.0,0.064,1940.0,14-11-2024,hyderabad,tablet,learn data analytics,2024-11-14,14,11,3,46,False,0.0641,0.037590361445783135,1.430576923076923,11.1585,0.5,0.0024096385542168677,0.1282051282051282,194.0,7.692924676255769,0.1150360824742268,0,0,2,4
A1414,data analytics course,99.0,4040.0,214.965,13.0,5.0,0.051,1502.0,2024-11-26,hyderabad,tablet,online data analytic,2024-11-26,26,11,1,48,False,0.0505,0.024504950495049506,2.1713636363636364,16.53576923076923,0.38461538461538464,0.0012376237623762376,0.13131313131313133,300.4,5.987183960179564,0.1431191744340879,0,0,2,5
A1415,data analytics course,124.0,5956.0,201.44,12.0,9.0,0.073,1598.0,2024-11-24,hyderabad,tablet,data analytics online,2024-11-24,24,11,6,47,False,0.0726,0.020819341840161182,1.624516129032258,16.786666666666665,0.75,0.0015110812625923438,0.0967741935483871,177.55555555555554,6.932883240667196,0.1260575719649562,0,0,2,2
A1416,data analytics course,138.0,4769.0,229.44,27.0,8.0,0.058,1507.0,19-11-2024,hyderabad,mobile,data analytics training,2024-11-19,19,11,1,47,False,0.058,0.028936884042776265,1.662608695652174,8.497777777777777,0.2962962962962963,0.001677500524218914,0.1956521739130435,188.375,5.568165969316596,0.152249502322495,0,0,1,3
A1417,data analytics course,140.0,3822.0,241.68,30.0,10.0,0.057,1138.0,2024/11/19,hyderabad,tablet,data analytics course,2024-11-19,19,11,1,47,True,0.0714,0.03663003663003663,1.7262857142857144,8.056000000000001,0.3333333333333333,0.0026164311878597592,0.21428571428571427,113.8,3.708705726580602,0.2123725834797891,0,0,2,1
A1418,data analytics course,81.0,3147.0,232.2,30.0,9.0,0.111,1066.0,2024-11-29,hyderabad,mobile,data analytics course,2024-11-29,29,11,4,48,False,0.1111,0.025738798856053385,2.8666666666666667,7.739999999999999,0.3,0.002859866539561487,0.37037037037037035,118.44444444444444,3.590869939707149,0.21782363977485927,0,0,1,1
A1419,data analytics course,165.0,4613.0,246.72,19.0,3.0,0.018,1055.0,2024/11/11,hyderabad,tablet,data analytics training,2024-11-11,11,11,0,46,False,0.0182,0.03576848038153046,1.4952727272727273,12.985263157894737,0.15789473684210525,0.0006503360069369175,0.11515151515151516,351.6666666666667,3.2761024643320362,0.23385781990521326,0,0,2,3
A1420,data analytics course,193.0,4919.0,247.24,19.0,4.0,0.021,1933.0,25-11-2024,hyderabad,desktop,data analytics online,2024-11-25,25,11,0,48,False,0.0207,0.039235616995324255,1.2810362694300519,13.012631578947369,0.21052631578947367,0.0008131734092295182,0.09844559585492228,483.25,6.818314188642614,0.1279048111743404,0,0,0,2
A1421,data analytics course,149.0,5205.0,218.42,20.0,4.0,0.047,1070.0,2024/11/28,hyderabad,mobile,online data analytic,2024-11-28,28,11,3,48,True,0.0268,0.02862632084534102,1.4659060402684563,10.921,0.2,0.0007684918347742555,0.1342281879194631,267.5,3.8988187894881423,0.20413084112149532,0,0,1,5
A1422,data analytics course,81.0,3497.0,226.66,11.0,6.0,0.074,1047.0,2024-11-19,hyderabad,mobile,data analytics online,2024-11-19,19,11,1,47,False,0.0741,0.023162710895052903,2.7982716049382717,20.605454545454545,0.5454545454545454,0.0017157563625965113,0.13580246913580246,174.5,3.6192535074561016,0.2164851957975167,0,0,1,2
A1423,data analytics course,153.0,4057.0,197.54,23.0,5.0,0.047,1926.0,22-11-2024,hyderabad,tablet,data analytics online,2024-11-22,22,11,4,47,True,0.0327,0.03771259551392655,1.291111111111111,8.588695652173913,0.21739130434782608,0.0012324377618930244,0.1503267973856209,385.2,8.749924066011948,0.10256490134994807,0,0,2,2
A1424,data analytics course,127.0,5018.0,194.25,17.0,8.0,0.047,1350.0,2024-11-21,hyderabad,mobile,data analytics online,2024-11-21,21,11,3,47,True,0.063,0.02530888800318852,1.529527559055118,11.426470588235293,0.47058823529411764,0.0015942606616181746,0.13385826771653545,168.75,5.94980694980695,0.1438888888888889,0,0,1,2
A1425,data analytics course,99.0,4012.0,220.76,14.0,4.0,0.04,1698.0,2024/11/12,hyderabad,tablet,data analytics training,2024-11-12,12,11,1,46,False,0.0404,0.024675972083748755,2.22989898989899,15.768571428571429,0.2857142857142857,0.0009970089730807576,0.1414141414141414,424.5,6.6916107990578,0.1300117785630153,0,0,2,3
A1426,data analytics course,104.0,3013.0,204.07,12.0,3.0,0.058,1016.0,2024/11/20,hyderabad,mobile,learn data analytics,2024-11-20,20,11,2,47,True,0.0288,0.0345170925987388,1.9622115384615384,17.00583333333333,0.25,0.0009956853634251576,0.11538461538461539,338.6666666666667,3.978683784975744,0.20085629921259843,0,0,1,4
A1427,data analytics course,118.0,3824.0,184.8,16.0,5.0,0.042,1818.0,2024-11-19,hyderabad,desktop,learn data analytics,2024-11-19,19,11,1,47,False,0.0424,0.03085774058577406,1.5661016949152544,11.55,0.3125,0.001307531380753138,0.13559322033898305,363.6,8.837662337662337,0.10165016501650166,0,0,0,4
A1428,data analytics course,148.0,5000.0,224.41,11.0,3.0,0.047,1491.0,2024/11/30,hyderabad,mobile,online data analytic,2024-11-30,30,11,5,48,True,0.0203,0.0296,1.5162837837837837,20.400909090909092,0.2727272727272727,0.0006,0.07432432432432433,497.0,5.644088944342943,0.15050972501676727,0,0,1,5
A1429,data analytics course,88.0,3804.0,249.2,10.0,8.0,0.038,1044.0,2024/11/09,hyderabad,tablet,data analytics training,2024-11-09,9,11,5,45,True,0.0909,0.023133543638275498,2.8318181818181816,24.919999999999998,0.8,0.002103049421661409,0.11363636363636363,130.5,3.189406099518459,0.23869731800766283,0,0,2,3
A1430,data analytics course,142.0,3791.0,207.86,23.0,4.0,0.028,1073.0,2024-11-20,hyderabad,tablet,data analytics online,2024-11-20,20,11,2,47,False,0.0282,0.03745713532049591,1.4638028169014086,9.037391304347826,0.17391304347826086,0.0010551305724083356,0.1619718309859155,268.25,4.162128355623977,0.19371854613233924,0,0,2,2
A1431,data analytics course,127.0,5198.0,242.56,26.0,6.0,0.047,1872.0,2024-11-16,hyderabad,tablet,learn data analytics,2024-11-16,16,11,5,46,False,0.0472,0.02443247402847249,1.9099212598425197,9.329230769230769,0.23076923076923078,0.0011542901115813775,0.2047244094488189,312.0,6.717678100263853,0.12957264957264958,0,0,2,4
A1432,data analytics course,117.0,5329.0,212.49,14.0,5.0,0.047,1888.0,2024/11/03,hyderabad,mobile,data analytics course,2024-11-03,3,11,6,44,True,0.0427,0.02195533871270407,1.8161538461538462,15.177857142857144,0.35714285714285715,0.0009382623381497466,0.11965811965811966,377.6,7.885124005835569,0.11254766949152543,0,0,1,1
A1433,data analytics course,125.0,5435.0,202.65,25.0,5.0,0.04,1767.0,2024-11-23,hyderabad,desktop,online data analytic,2024-11-23,23,11,5,47,False,0.04,0.022999080036798528,1.6212,8.106,0.2,0.0009199632014719411,0.2,353.4,7.719467061435973,0.11468590831918506,0,0,0,5
A1434,data analytics course,92.0,4977.0,209.78,26.0,3.0,0.047,1834.0,2024/11/12,hyderabad,tablet,learn data analytics,2024-11-12,12,11,1,46,True,0.0326,0.01848503114325899,2.280217391304348,8.068461538461538,0.11538461538461539,0.0006027727546714888,0.2826086956521739,611.3333333333334,7.742492134617218,0.11438386041439477,0,0,2,4
A1435,data analytics course,112.0,3850.0,233.52,14.0,8.0,0.033,1760.0,2024-11-22,hyderabad,desktop,data analytics course,2024-11-22,22,11,4,47,True,0.0714,0.02909090909090909,2.085,16.68,0.5714285714285714,0.002077922077922078,0.125,220.0,6.536827680712572,0.13268181818181818,0,0,0,1
A1436,data analytics course,144.0,5976.0,197.65,13.0,9.0,0.062,1743.0,2024/11/22,hyderabad,mobile,data analytics course,2024-11-22,22,11,4,47,False,0.0625,0.024096385542168676,1.3725694444444445,15.203846153846154,0.6923076923076923,0.0015060240963855422,0.09027777777777778,193.66666666666666,7.818618770554009,0.11339644291451521,0,0,1,1
A1437,data analytics course,103.0,4693.0,218.67,14.0,10.0,0.047,1390.0,2024/11/09,hyderabad,mobile,learn data analytics,2024-11-09,9,11,5,45,True,0.0971,0.021947581504368208,2.123009708737864,15.619285714285713,0.7142857142857143,0.002130833155763904,0.13592233009708737,139.0,5.356610417524123,0.1573165467625899,0,0,1,4
A1438,data analytics course,117.0,4367.0,233.27,24.0,3.0,0.047,1238.0,2024-11-24,hyderabad,tablet,learn data analytics,2024-11-24,24,11,6,47,True,0.0256,0.026791847950538128,1.9937606837606838,9.719583333333334,0.125,0.0006869704602702084,0.20512820512820512,412.6666666666667,4.307154799159772,0.18842487883683362,0,0,2,4
A1439,data analytics course,100.0,5481.0,180.72,14.0,7.0,0.07,1185.0,2024-11-02,hyderabad,desktop,analytics for data,2024-11-02,2,11,5,44,False,0.07,0.01824484583105273,1.8072,12.90857142857143,0.5,0.001277139208173691,0.14,169.28571428571428,5.557104913678619,0.15250632911392406,0,0,0,0
A1440,data analytics course,179.0,4109.0,191.84,19.0,4.0,0.022,1961.0,02-11-2024,hyderabad,tablet,online data analytic,2024-02-11,11,2,6,6,False,0.0223,0.04356291068386469,1.071731843575419,10.096842105263159,0.21052631578947367,0.0009734728644439036,0.10614525139664804,490.25,9.222060050041701,0.09782763895971443,0,0,2,5
A1441,data analytics course,180.0,3887.0,186.26,18.0,6.0,0.033,1048.0,05-11-2024,hyderabad,desktop,data analytics course,2024-05-11,11,5,5,19,False,0.0333,0.0463082068433239,1.0347777777777778,10.347777777777777,0.3333333333333333,0.0015436068947774634,0.1,174.66666666666666,4.626543541286374,0.1777290076335878,0,0,0,1
A1442,data analytics course,146.0,4633.0,186.07,26.0,3.0,0.021,1053.0,2024/11/25,hyderabad,desktop,data analytics training,2024-11-25,25,11,0,48,False,0.0205,0.03151305849341679,1.2744520547945204,7.156538461538461,0.11538461538461539,0.0006475285991797971,0.1780821917808219,351.0,4.659160530982964,0.17670465337132002,0,0,0,3
A1443,data analytics course,124.0,5353.0,239.69,13.0,4.0,0.032,1493.0,2024-11-19,hyderabad,desktop,learn data analytics,2024-11-19,19,11,1,47,False,0.0323,0.023164580609004295,1.9329838709677418,18.43769230769231,0.3076923076923077,0.0007472445357743321,0.10483870967741936,373.25,5.228878968667862,0.1605425318151373,0,0,0,4
A1444,data analytics course,169.0,5380.0,199.66,27.0,6.0,0.036,1059.0,2024/11/03,hyderabad,desktop,data analytics training,2024-11-03,3,11,6,44,False,0.0355,0.03141263940520446,1.1814201183431952,7.394814814814815,0.2222222222222222,0.0011152416356877324,0.15976331360946747,176.5,4.304016828608635,0.18853635505193578,0,0,0,3
A1445,data analytics course,91.0,5104.0,211.85,29.0,9.0,0.047,1309.0,2024-11-16,hyderabad,tablet,data analytics course,2024-11-16,16,11,5,46,True,0.0989,0.017829153605015673,2.3280219780219777,7.305172413793104,0.3103448275862069,0.0017633228840125393,0.31868131868131866,145.44444444444446,5.1789001652112345,0.16184110007639418,0,0,2,1
A1446,data analytics course,145.0,4520.0,236.03,24.0,8.0,0.047,1220.0,17-11-2024,hyderabad,desktop,online data analytic,2024-11-17,17,11,6,46,True,0.0552,0.032079646017699116,1.6277931034482758,9.834583333333333,0.3333333333333333,0.0017699115044247787,0.16551724137931034,152.5,4.168834470194467,0.1934672131147541,0,0,0,5
A1447,data analytics course,115.0,4345.0,229.71,15.0,4.0,0.047,1467.0,2024-11-26,hyderabad,mobile,data analytics course,2024-11-26,26,11,1,48,True,0.0348,0.026467203682393557,1.9974782608695654,15.314,0.26666666666666666,0.0009205983889528193,0.13043478260869565,366.75,5.386313177484654,0.15658486707566463,0,0,1,1
A1448,data analytics course,123.0,3527.0,239.31,21.0,3.0,0.024,1536.0,04-11-2024,hyderabad,tablet,analytics for data,2024-04-11,11,4,3,15,False,0.0244,0.03487383045080805,1.945609756097561,11.395714285714286,0.14285714285714285,0.0008505812305075135,0.17073170731707318,512.0,5.418453052526012,0.15580078125,0,0,2,0
A1449,data analytics course,101.0,3330.0,209.8,19.0,10.0,0.099,1296.0,2024-11-14,hyderabad,mobile,data analytics training,2024-11-14,14,11,3,46,False,0.099,0.03033033033033033,2.0772277227722773,11.042105263157895,0.5263157894736842,0.003003003003003003,0.18811881188118812,129.6,5.177311725452812,0.16188271604938273,0,0,1,3
A1450,data analytics course,141.0,3913.0,245.32,21.0,3.0,0.056,1904.0,2024/11/15,hyderabad,desktop,analytics for data,2024-11-15,15,11,4,46,True,0.0213,0.03603373370815231,1.7398581560283688,11.681904761904761,0.14285714285714285,0.0007666751852798365,0.14893617021276595,634.6666666666666,6.761291374531225,0.12884453781512606,0,0,0,0
A1451,data analytics course,160.0,4597.0,211.88,21.0,4.0,0.025,1507.0,2024/11/21,hyderabad,desktop,data analytics training,2024-11-21,21,11,3,47,False,0.025,0.03480530780944094,1.32425,10.08952380952381,0.19047619047619047,0.0008701326952360235,0.13125,376.75,6.112516518784217,0.14059721300597214,0,0,0,3
A1452,data analytics course,105.0,3008.0,206.91,21.0,4.0,0.038,1009.0,2024-11-10,hyderabad,desktop,online data analytic,2024-11-10,10,11,6,45,False,0.0381,0.03490691489361702,1.9705714285714286,9.852857142857143,0.19047619047619047,0.0013297872340425532,0.2,252.25,3.8765163597699486,0.20506442021803767,0,0,0,5
A1453,data analytics course,178.0,5318.0,207.05,18.0,4.0,0.031,1421.0,2024-11-20,hyderabad,desktop,data analytics online,2024-11-20,20,11,2,47,False,0.0225,0.033471229785633695,1.1632022471910113,11.502777777777778,0.2222222222222222,0.000752162467092892,0.10112359550561797,355.25,5.863076551557595,0.14570724841660804,0,0,0,2
A1454,data analytics course,189.0,5244.0,242.18,29.0,3.0,0.016,1080.0,2024-11-07,hyderabad,mobile,analytics for data,2024-11-07,7,11,3,45,False,0.0159,0.036041189931350116,1.2813756613756615,8.351034482758621,0.10344827586206896,0.0005720823798627002,0.15343915343915343,360.0,3.4594929391361795,0.22424074074074074,0,0,1,0
A1455,data analytics course,114.0,4804.0,249.33,14.0,6.0,0.053,1879.0,05-11-2024,hyderabad,mobile,data analytics course,2024-05-11,11,5,5,19,False,0.0526,0.02373022481265612,2.187105263157895,17.809285714285714,0.42857142857142855,0.0012489592006661116,0.12280701754385964,313.1666666666667,6.53619700798139,0.1326929217668973,0,0,1,1
A1456,data analytics course,160.0,5920.0,201.3,30.0,7.0,0.047,1080.0,2024/11/18,hyderabad,tablet,data analytics course,2024-11-18,18,11,0,47,False,0.0437,0.02702702702702703,1.2581250000000002,6.71,0.23333333333333334,0.0011824324324324325,0.1875,154.28571428571428,4.365126676602086,0.1863888888888889,0,0,2,1
A1457,data analytics course,101.0,5280.0,234.72,18.0,9.0,0.047,1046.0,27-11-2024,hyderabad,tablet,data analytics course,2024-11-27,27,11,2,48,True,0.0891,0.019128787878787877,2.323960396039604,13.04,0.5,0.0017045454545454545,0.1782178217821782,116.22222222222223,3.456373551465576,0.22439770554493307,0,0,2,1
A1458,data analytics course,146.0,3887.0,206.59,26.0,9.0,0.062,1042.0,07-11-2024,hyderabad,desktop,online data analytic,2024-07-11,11,7,3,28,False,0.0616,0.03756110110625161,1.415,7.945769230769231,0.34615384615384615,0.002315410342166195,0.1780821917808219,115.77777777777777,4.043806573406264,0.19826295585412668,0,0,0,5
A1459,data analytics course,128.0,4532.0,183.28,11.0,7.0,0.047,1571.0,25-11-2024,hyderabad,desktop,data analytics training,2024-11-25,25,11,0,48,True,0.04665,0.02824360105913504,1.431875,16.66181818181818,0.6363636363636364,0.0015445719329214476,0.0859375,224.42857142857142,7.57158446093409,0.11666454487587524,0,0,0,3
A1460,data analytics course,163.0,4125.0,246.09,27.0,5.0,0.031,1910.0,2024/11/27,hyderabad,mobile,learn data analytics,2024-11-27,27,11,2,48,False,0.0307,0.03951515151515152,1.5097546012269938,9.114444444444445,0.18518518518518517,0.0012121212121212121,0.1656441717791411,382.0,6.761388110041042,0.12884293193717278,0,0,1,4
A1461,data analytics course,193.0,5571.0,213.5,19.0,8.0,0.059,1754.0,28-11-2024,hyderabad,mobile,analytics for data,2024-11-28,28,11,3,48,True,0.0415,0.03464369054029797,1.1062176165803108,11.236842105263158,0.42105263157894735,0.0014360078980434393,0.09844559585492228,219.25,7.215456674473068,0.1217217787913341,0,0,1,0
A1462,data analytics course,179.0,4309.0,237.62,21.0,7.0,0.039,1719.0,2024/11/14,hyderabad,mobile,data analytics course,2024-11-14,14,11,3,46,False,0.0391,0.041540960779763283,1.327486033519553,11.315238095238096,0.3333333333333333,0.0016245068461359943,0.11731843575418995,245.57142857142858,6.234239542126084,0.13823152995927865,0,0,1,1
A1463,data analytics course,86.0,5538.0,223.13,22.0,7.0,0.037,1544.0,2024/11/30,hyderabad,tablet,data analytics training,2024-11-30,30,11,5,48,True,0.0814,0.015529071867100036,2.59453488372093,10.142272727272728,0.3181818181818182,0.0012639942217407005,0.2558139534883721,220.57142857142858,5.919732891139694,0.1445142487046632,0,0,2,3
A1464,data analytics course,92.0,3162.0,202.76,25.0,5.0,0.047,1577.0,01-11-2024,hyderabad,mobile,data analytics training,2024-01-11,11,1,3,2,True,0.0543,0.0290955091714105,2.2039130434782606,8.1104,0.2,0.0015812776723592662,0.2717391304347826,315.4,6.7776681791280335,0.12857324032974002,0,0,1,3
A1465,data analytics course,125.0,5811.0,194.92,14.0,7.0,0.03,1507.0,2024/11/22,hyderabad,tablet,data analytics training,2024-11-22,22,11,4,47,True,0.04665,0.021510927551196008,1.5593599999999999,13.922857142857142,0.5,0.0012046119428669765,0.112,215.28571428571428,6.7313769751693,0.12934306569343065,0,0,2,3
A1466,data analytics course,147.0,3112.0,206.74,12.0,8.0,0.054,1815.0,18-11-2024,hyderabad,mobile,data analytics course,2024-11-18,18,11,0,47,False,0.0544,0.04723650385604113,1.4063945578231294,17.228333333333335,0.6666666666666666,0.002570694087403599,0.08163265306122448,226.875,7.779142884782819,0.11390633608815427,0,0,1,1
A1467,data analytics course,143.0,4492.0,188.98,13.0,3.0,0.056,1507.0,2024/11/09,hyderabad,mobile,online data analytic,2024-11-09,9,11,5,45,True,0.021,0.031834372217275156,1.3215384615384616,14.536923076923076,0.23076923076923078,0.0006678539626001781,0.09090909090909091,502.3333333333333,6.974388824214203,0.1254014598540146,0,0,1,5
A1468,data analytics course,181.0,4520.0,208.33,22.0,8.0,0.044,1932.0,2024-11-05,hyderabad,tablet,online data analytic,2024-11-05,5,11,1,45,False,0.0442,0.04004424778761062,1.1509944751381216,9.469545454545456,0.36363636363636365,0.0017699115044247787,0.12154696132596685,241.5,8.27374837997408,0.1078312629399586,0,0,2,5
A1469,data analytics course,164.0,3872.0,210.53,12.0,5.0,0.03,1532.0,2024/11/12,hyderabad,tablet,data analytics online,2024-11-12,12,11,1,46,False,0.0305,0.042355371900826444,1.283719512195122,17.544166666666666,0.4166666666666667,0.0012913223140495868,0.07317073170731707,306.4,6.2768726547285425,0.13742167101827676,0,0,2,2
A1470,data analytics course,199.0,4255.0,212.84,14.0,6.0,0.054,1125.0,2024/11/22,hyderabad,desktop,learn data analytics,2024-11-22,22,11,4,47,True,0.0302,0.04676850763807285,1.0695477386934673,15.202857142857143,0.42857142857142855,0.001410105757931845,0.07035175879396985,187.5,4.28566059011464,0.18919111111111112,0,0,0,4
A1471,data analytics course,83.0,4520.0,229.97,12.0,8.0,0.096,2000.0,30-11-2024,hyderabad,desktop,analytics for data,2024-11-30,30,11,5,48,False,0.0964,0.01836283185840708,2.770722891566265,19.164166666666667,0.6666666666666666,0.0017699115044247787,0.14457831325301204,250.0,7.69678653737444,0.114985,0,0,0,0
A1472,data analytics course,150.0,5619.0,191.89,23.0,6.0,0.04,1735.0,2024/11/19,hyderabad,desktop,data analytics training,2024-11-19,19,11,1,47,False,0.04,0.026695141484249868,1.2792666666666666,8.343043478260869,0.2608695652173913,0.0010678056593699946,0.15333333333333332,289.1666666666667,8.041638438688834,0.1105994236311239,0,0,0,3
A1473,data analytics course,171.0,5157.0,183.26,24.0,9.0,0.046,1430.0,09-11-2024,hyderabad,desktop,data analytics online,2024-09-11,11,9,2,37,False,0.0526,0.03315881326352531,1.0716959064327485,7.635833333333333,0.375,0.0017452006980802793,0.14035087719298245,158.88888888888889,6.803121248499401,0.12815384615384615,0,0,0,2
A1474,data analytics course,139.0,4871.0,211.4,25.0,9.0,0.065,1247.0,2024-11-29,hyderabad,mobile,data analytics training,2024-11-29,29,11,4,48,False,0.0647,0.028536234859371793,1.5208633093525181,8.456,0.36,0.0018476698829809075,0.17985611510791366,138.55555555555554,4.898770104068117,0.16952686447473939,0,0,1,3
A1475,data analytics course,117.0,5863.0,224.69,24.0,10.0,0.054,1580.0,16-11-2024,hyderabad,mobile,data analytics online,2024-11-16,16,11,5,46,True,0.0855,0.019955654101995565,1.9204273504273504,9.362083333333333,0.4166666666666667,0.0017056114617090227,0.20512820512820512,158.0,6.031910632426899,0.14220886075949368,0,0,1,2
A1476,data analytics course,196.0,3205.0,188.82,24.0,8.0,0.041,1837.0,24-11-2024,hyderabad,desktop,data analytics course,2024-11-24,24,11,6,47,False,0.0408,0.06115444617784711,0.9633673469387755,7.8675,0.3333333333333333,0.0024960998439937598,0.12244897959183673,229.625,8.728842283656393,0.10278715296679368,0,0,0,1
A1477,data analytics course,184.0,5463.0,224.58,30.0,6.0,0.033,1565.0,2024/11/26,hyderabad,tablet,data analytics training,2024-11-26,26,11,1,48,False,0.0326,0.03368112758557569,1.2205434782608697,7.486000000000001,0.2,0.001098297638660077,0.16304347826086957,260.8333333333333,5.9685635408317745,0.14350159744408947,0,0,2,3
A1478,data analytics course,103.0,5667.0,232.48,26.0,8.0,0.047,1888.0,2024/11/16,hyderabad,tablet,learn data analytics,2024-11-16,16,11,5,46,True,0.0777,0.01817540144697371,2.257087378640777,8.94153846153846,0.3076923076923077,0.0014116816657843657,0.2524271844660194,236.0,7.121128699242946,0.12313559322033897,0,0,2,4
A1479,data analytics course,120.0,4666.0,180.72,30.0,3.0,0.053,1627.0,2024/11/24,hyderabad,mobile,analytics for data,2024-11-24,24,11,6,47,True,0.025,0.02571795970852979,1.506,6.024,0.1,0.0006429489927132448,0.25,542.3333333333334,8.002877379371403,0.11107559926244621,0,0,1,0
